Playlist,Curator,Followers,28-Day Change,28-Day Add,Genres,Personalized,Track Age,Playlist Updated,Playlist ID,Playlist Url,Spotify Playlist ID,Spotify Playlist URL,Curator ID,Curator URL,Spotify Curator ID,Spotify Curator URL
2000-2010 party,Erle Maido,123.27K,-391,0%,"Pop, Hip-Hop/Rap, R&B/Soul",No,catalogue,"Jan 13, 2023",2015527,/playlist/spotify?id=2015527,0VXArnmEB0FQFGt4m4WwYU,https://open.spotify.com/user/erlemaido/playlist/0VXArnmEB0FQFGt4m4WwYU,325434,/curator/spotify?id=2015527,erlemaido,https://open.spotify.com/user/erlemaido
lofi covers of popular songs 💿 2023,BeatTape,123.26K,7758,97%,"Hip-Hop/Rap, Easy Listening",No,frontline,"Jan 15, 2023",9394013,/playlist/spotify?id=9394013,1HVP7E8RkpieiGSxvATJbU,https://open.spotify.com/user/rx5bwbvv6wpfohd740imi1uzg/playlist/1HVP7E8RkpieiGSxvATJbU,377915,/curator/spotify?id=9394013,rx5bwbvv6wpfohd740imi1uzg,https://open.spotify.com/user/rx5bwbvv6wpfohd740imi1uzg
187 Strassenbande,187 Strassenbande,123.11K,-67,0%,"Hip-Hop/Rap, Gangsta Rap",No,mixed,"Jan 14, 2023",2375500,/playlist/spotify?id=2375500,4JJJtSMapnnobQ8N4IIX3P,https://open.spotify.com/user/187_strassenbande_official/playlist/4JJJtSMapnnobQ8N4IIX3P,13787125,/curator/spotify?id=2375500,187_strassenbande_official,https://open.spotify.com/user/187_strassenbande_official
"clande y after 2023 - eme sarav - ahi ahí rkt, rompe, mdq remix ",@emesaravbeba,123.11K,-632,5%,"Latin, Hip-Hop/Rap, Latin Pop",No,frontline,"Jan 20, 2023",5491056,/playlist/spotify?id=5491056,02SEk7cy1oPBKBu6LqMxFe,https://open.spotify.com/user/25oxke0dtjo9rytxmje171gxk/playlist/02SEk7cy1oPBKBu6LqMxFe,15298570,/curator/spotify?id=5491056,25oxke0dtjo9rytxmje171gxk,https://open.spotify.com/user/25oxke0dtjo9rytxmje171gxk
DREAMCHASERS,Spotify,122.98K,3073,97%,"Hip-Hop/Rap, Pop, Electronic",No,frontline,"Jan 20, 2023",2290354,/playlist/spotify?id=2290354,37i9dQZF1DX1shdIjFVnvq,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX1shdIjFVnvq,2,/curator/spotify?id=2290354,spotify,https://open.spotify.com/user/spotify
Gym Modo Bestia 💪,Music-Hits_.,122.86K,-494,8%,"Hip-Hop/Rap, Dance, Electronic",No,mixed,"Jan 20, 2023",8370820,/playlist/spotify?id=8370820,38brawa3DcFi96IoL920FC,https://open.spotify.com/user/6n2tcrdaprmet7ferrms32vlv/playlist/38brawa3DcFi96IoL920FC,14500243,/curator/spotify?id=8370820,6n2tcrdaprmet7ferrms32vlv,https://open.spotify.com/user/6n2tcrdaprmet7ferrms32vlv
The Hottest love has the coldest end,Masked Mortal Music,122.76K,-884,17%,"Hip-Hop/Rap, R&B/Soul, Pop",No,mixed,"Jan 20, 2023",7698684,/playlist/spotify?id=7698684,5ZIt49vR2PzI34rJKX4KJx,https://open.spotify.com/user/ja3t9dn7t7dou8nru1xqbkurq/playlist/5ZIt49vR2PzI34rJKX4KJx,16402890,/curator/spotify?id=7698684,ja3t9dn7t7dou8nru1xqbkurq,https://open.spotify.com/user/ja3t9dn7t7dou8nru1xqbkurq
Relaxing beats to make you smile,Frad,122.75K,-304,2%,"Hip-Hop/Rap, Instrumental, Jazz",No,mixed,"Jan 12, 2023",2004517,/playlist/spotify?id=2004517,7Jsq1A1Owz0oucksqr2Th8,https://open.spotify.com/user/_frad/playlist/7Jsq1A1Owz0oucksqr2Th8,321084,/curator/spotify?id=2004517,_frad,https://open.spotify.com/user/_frad
Unnamed Playlist,Mauro Morizono Filho,122.42K,-189,0%,"Hip-Hop/Rap, Pop, Latin Hip-Hop/Rap",No,catalogue,"Jan 03, 2023",542375,/playlist/spotify?id=542375,5GQrNL60zm7w5kaRoj3Gxq,https://open.spotify.com/user/morizonojapa/playlist/5GQrNL60zm7w5kaRoj3Gxq,113971,/curator/spotify?id=542375,morizonojapa,https://open.spotify.com/user/morizonojapa
EL CARDIO DE LA FELICIDAD by JULI PUENTE 🎶,Filtr SUR,122.11K,-240,9%,"Latin, Latin Pop, Hip-Hop/Rap",No,frontline,"Jan 20, 2023",257979,/playlist/spotify?id=257979,01lwNH8GSaWCpNxrV7xnEY,https://open.spotify.com/user/sonymusicargentina/playlist/01lwNH8GSaWCpNxrV7xnEY,132420,/curator/spotify?id=257979,sonymusicargentina,https://open.spotify.com/user/sonymusicargentina
late night study lofi,michelle.blaho,122.06K,8970,79%,"Hip-Hop/Rap, Electronic, Instrumental",No,frontline,"Jan 20, 2023",2292263,/playlist/spotify?id=2292263,0JpkcEtZWGrfuDYOzGI5dr,https://open.spotify.com/user/michelle.blaho/playlist/0JpkcEtZWGrfuDYOzGI5dr,373540,/curator/spotify?id=2292263,michelle.blaho,https://open.spotify.com/user/michelle.blaho
Chill Playlist | Chill Hits 2023,tropicalfrnds,122.02K,2062,15%,"Pop, R&B/Soul, Hip-Hop/Rap",No,mixed,"Jan 17, 2023",1938462,/playlist/spotify?id=1938462,42eLtt8RUBboyXLmNQWU5a,https://open.spotify.com/user/tropicalfrnds/playlist/42eLtt8RUBboyXLmNQWU5a,298072,/curator/spotify?id=1938462,tropicalfrnds,https://open.spotify.com/user/tropicalfrnds
505 vibes but better,ianzhu900,122K,3497,0%,"Pop, Alternative, Hip-Hop/Rap",No,catalogue,"Jan 13, 2023",6744816,/playlist/spotify?id=6744816,6xzdILs3m1pD4cxNJVVUdf,https://open.spotify.com/user/ianzhu900/playlist/6xzdILs3m1pD4cxNJVVUdf,18214750,/curator/spotify?id=6744816,ianzhu900,https://open.spotify.com/user/ianzhu900
Pre-Game Music,Isaiah Greene,121.78K,-92,0%,"Hip-Hop/Rap, R&B/Soul, Pop",No,catalogue,"Dec 27, 2022",18335,/playlist/spotify?id=18335,5iQ0qBTxtuSZYsVDsBYxHQ,https://open.spotify.com/user/igreene21/playlist/5iQ0qBTxtuSZYsVDsBYxHQ,88958,/curator/spotify?id=18335,igreene21,https://open.spotify.com/user/igreene21
Meme songs xd,Vidar,121.78K,-454,0%,"Pop, Hip-Hop/Rap, Rock",No,catalogue,"Jan 11, 2023",8202704,/playlist/spotify?id=8202704,6lbMllsh2O6ekPZZjeh4tQ,https://open.spotify.com/user/21r5tndchxdatfj4lb7uyqvwy/playlist/6lbMllsh2O6ekPZZjeh4tQ,232472,/curator/spotify?id=8202704,21r5tndchxdatfj4lb7uyqvwy,https://open.spotify.com/user/21r5tndchxdatfj4lb7uyqvwy
Plugged🔌,DjLinkYou,121.60K,-2,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,catalogue,"Apr 07, 2021",2030208,/playlist/spotify?id=2030208,7kJwzR2DFpUkUzVvLUvMJQ,https://open.spotify.com/user/yrkjs6dnap7oc1bjc33f95h1d/playlist/7kJwzR2DFpUkUzVvLUvMJQ,333798,/curator/spotify?id=2030208,yrkjs6dnap7oc1bjc33f95h1d,https://open.spotify.com/user/yrkjs6dnap7oc1bjc33f95h1d
TRAP BRASIL 2023 🔥 Mais Tocadas | Lançamentos,Safari Music,121.59K,1899,9%,"Hip-Hop/Rap, Latin Hip-Hop/Rap, Latin",No,frontline,"Jan 20, 2023",3181284,/playlist/spotify?id=3181284,2b82NXmvL0AFymBUr9QNq6,https://open.spotify.com/user/sort6mahdilfmi85ti2cq2a39/playlist/2b82NXmvL0AFymBUr9QNq6,15146092,/curator/spotify?id=3181284,sort6mahdilfmi85ti2cq2a39,https://open.spotify.com/user/sort6mahdilfmi85ti2cq2a39
FIFA 19 Soundtrack,EA SPORTS FIFA,121.48K,221,0%,"Pop, Alternative, Hip-Hop/Rap",No,catalogue,"Dec 06, 2020",1744006,/playlist/spotify?id=1744006,5wTJTZkGb30JuYYfz7vbDL,https://open.spotify.com/user/easportsaudio/playlist/5wTJTZkGb30JuYYfz7vbDL,76561,/curator/spotify?id=1744006,easportsaudio,https://open.spotify.com/user/easportsaudio
Top Hits Philippines 2023,buntala,121.36K,2795,3%,"Pop, Hip-Hop/Rap, R&B/Soul",No,mixed,"Jan 17, 2023",2027293,/playlist/spotify?id=2027293,05yxsbRwtAWWxP1dGuvZM1,https://open.spotify.com/user/jyhra99st5nhex8kfo4um2dh7/playlist/05yxsbRwtAWWxP1dGuvZM1,328958,/curator/spotify?id=2027293,jyhra99st5nhex8kfo4um2dh7,https://open.spotify.com/user/jyhra99st5nhex8kfo4um2dh7
2019 Dove Award Winners,Spotify,121.36K,0,0%,"Christian, Hip-Hop/Rap, Pop",No,catalogue,"Oct 24, 2019",1746390,/playlist/spotify?id=1746390,37i9dQZF1DX9g1nDyVfAcu,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX9g1nDyVfAcu,2,/curator/spotify?id=1746390,spotify,https://open.spotify.com/user/spotify
THE Z LIST,ZIAS,121.36K,-200,2%,"Hip-Hop/Rap, Pop, R&B/Soul",No,mixed,"Jan 18, 2023",1669819,/playlist/spotify?id=1669819,7lKq5OWfC9Z8dWdgiOymyo,https://open.spotify.com/user/u4c15eebaor1tj7yew2r2ixyf/playlist/7lKq5OWfC9Z8dWdgiOymyo,224383,/curator/spotify?id=1669819,u4c15eebaor1tj7yew2r2ixyf,https://open.spotify.com/user/u4c15eebaor1tj7yew2r2ixyf
Rap Worldwide,Hits Music,121.25K,-21476,96%,"Hip-Hop/Rap, Pop, Dirty South",No,frontline,"Jan 19, 2023",14105217,/playlist/spotify?id=14105217,2ShOlsYaCI45S8Y4hMxU7e,https://open.spotify.com/user/31ksmxvumqkofpq7v7lwxfrtepbm/playlist/2ShOlsYaCI45S8Y4hMxU7e,22963408,/curator/spotify?id=14105217,31ksmxvumqkofpq7v7lwxfrtepbm,https://open.spotify.com/user/31ksmxvumqkofpq7v7lwxfrtepbm
Trending Rap & Hip-Hop Tracks 2023,Topsify Deutschland,121.17K,-187,100%,"Hip-Hop/Rap, Pop, R&B/Soul",No,frontline,"Jan 20, 2023",9130,/playlist/spotify?id=9130,0AjInv1X06Mx6HqLYWL4HT,https://open.spotify.com/user/warner.music.central.europe/playlist/0AjInv1X06Mx6HqLYWL4HT,142191,/curator/spotify?id=9130,warner.music.central.europe,https://open.spotify.com/user/warner.music.central.europe
The GRAMMYs Official Playlist,Spotify,121.13K,0,0%,"Pop, Hip-Hop/Rap, R&B/Soul",Yes,frontline,"Jan 10, 2023",988444,/playlist/spotify?id=988444,37i9dQZF1DX5FyxM4IcLn6,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX5FyxM4IcLn6,2,/curator/spotify?id=988444,spotify,https://open.spotify.com/user/spotify
Sol de Domingo,Spotify,120.88K,195,0%,"Pop, Hip-Hop/Rap, R&B/Soul",Yes,catalogue,"Dec 18, 2022",988557,/playlist/spotify?id=988557,37i9dQZF1DWSRkJG9UvIz1,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWSRkJG9UvIz1,2,/curator/spotify?id=988557,spotify,https://open.spotify.com/user/spotify
Bob Marley Greatest Hits 2023,Chill Music,120.65K,15425,4%,"Reggae, Hip-Hop/Rap, Instrumental",No,mixed,"Jan 15, 2023",2058610,/playlist/spotify?id=2058610,13mSKGefyqQctAigf2Eejm,https://open.spotify.com/user/9godcu30vi3mmxek5a35lgqjd/playlist/13mSKGefyqQctAigf2Eejm,332064,/curator/spotify?id=2058610,9godcu30vi3mmxek5a35lgqjd,https://open.spotify.com/user/9godcu30vi3mmxek5a35lgqjd
Best TikTok Viral Songs 2023 ⚡️,Kalon Records,120.53K,3766,96%,"Pop, Hip-Hop/Rap, Alternative",No,mixed,"Jan 18, 2023",2300974,/playlist/spotify?id=2300974,0SRdjSDz4RsuozwHv1zhvr,https://open.spotify.com/user/boxoyvip/playlist/0SRdjSDz4RsuozwHv1zhvr,8528447,/curator/spotify?id=2300974,boxoyvip,https://open.spotify.com/user/boxoyvip
Pull Up Hits,Spotify,120.44K,1374,97%,"Hip-Hop/Rap, Pop, African",Yes,frontline,"Jan 13, 2023",1870140,/playlist/spotify?id=1870140,37i9dQZF1DX07sewTBuMpX,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX07sewTBuMpX,2,/curator/spotify?id=1870140,spotify,https://open.spotify.com/user/spotify
Hustle,Hustle,120.39K,323,44%,"Hip-Hop/Rap, Alternative Rap, Electronic",No,frontline,"Jan 18, 2023",15488640,/playlist/spotify?id=15488640,6Eq0aDClNOkixcE3BM2DGC,https://open.spotify.com/user/31ditrwjdmpyt63hyevdo6pqs4iq/playlist/6Eq0aDClNOkixcE3BM2DGC,23997519,/curator/spotify?id=15488640,31ditrwjdmpyt63hyevdo6pqs4iq,https://open.spotify.com/user/31ditrwjdmpyt63hyevdo6pqs4iq
R&B/THROWBACK,Paula,120.13K,-90,0%,"R&B/Soul, Hip-Hop/Rap, Pop",No,catalogue,"Jan 13, 2023",497917,/playlist/spotify?id=497917,56MTyW6qYrCrVLidmREddO,https://open.spotify.com/user/paulapooh/playlist/56MTyW6qYrCrVLidmREddO,120396,/curator/spotify?id=497917,paulapooh,https://open.spotify.com/user/paulapooh
HEXAGON,HEXAGON,120.10K,0,0%,"Hip-Hop/Rap, R&B/Soul, Dance",No,frontline,"Sep 18, 2022",13455346,/playlist/spotify?id=13455346,5Pnh6Xe47GziWEqOFo3jM1,https://open.spotify.com/user/11137247213/playlist/5Pnh6Xe47GziWEqOFo3jM1,22469202,/curator/spotify?id=13455346,11137247213,https://open.spotify.com/user/11137247213
Previa 2023 🔥,Latin Music Agency,120.06K,6000,22%,"Latin, Hip-Hop/Rap, Latin Hip-Hop/Rap",No,mixed,"Jan 20, 2023",5247113,/playlist/spotify?id=5247113,7Kq9Cvl64DGmYTz0203dzi,https://open.spotify.com/user/28mkyrklslbt61i37shm95737/playlist/7Kq9Cvl64DGmYTz0203dzi,12386089,/curator/spotify?id=5247113,28mkyrklslbt61i37shm95737,https://open.spotify.com/user/28mkyrklslbt61i37shm95737
2023 HITS | Latest Songs (Top New Songs) | (2023 Songs),2023 HITS,119.86K,5241,99%,"Pop, Hip-Hop/Rap, R&B/Soul",No,frontline,"Jan 20, 2023",2063633,/playlist/spotify?id=2063633,38Gwsj6ktf3z1rVfmmeXSo,https://open.spotify.com/user/spybx09rwd0jhfv6hxpmq60dw/playlist/38Gwsj6ktf3z1rVfmmeXSo,357866,/curator/spotify?id=2063633,spybx09rwd0jhfv6hxpmq60dw,https://open.spotify.com/user/spybx09rwd0jhfv6hxpmq60dw
Emo Rap,Promoting Sounds,119.84K,-416,1%,"Hip-Hop/Rap, Alternative, Pop",No,catalogue,"Jan 17, 2023",1774791,/playlist/spotify?id=1774791,4fGyjVkLOHTbQjeqw3XAPL,https://open.spotify.com/user/promotingsounds/playlist/4fGyjVkLOHTbQjeqw3XAPL,216171,/curator/spotify?id=1774791,promotingsounds,https://open.spotify.com/user/promotingsounds
GYM HARDSTYLE TIK TOK🔱,Josh Lopez Media,119.76K,1518,66%,"Dance, Electronic, Hip-Hop/Rap",No,frontline,"Jan 18, 2023",12230102,/playlist/spotify?id=12230102,4q2Jw6mjO0gaTCZvrO1P9y,https://open.spotify.com/user/joshua.lopezz/playlist/4q2Jw6mjO0gaTCZvrO1P9y,19738875,/curator/spotify?id=12230102,joshua.lopezz,https://open.spotify.com/user/joshua.lopezz
Sexy Time 2022 (Slow Bass RnB),Lux Thugs,119.73K,654,0%,"R&B/Soul, Pop, Hip-Hop/Rap",No,catalogue,"Jan 13, 2023",1989524,/playlist/spotify?id=1989524,5aT4806I753UfrawGOOK9z,https://open.spotify.com/user/41tkabkilyx2zkr8hlltyfmtg/playlist/5aT4806I753UfrawGOOK9z,306917,/curator/spotify?id=1989524,41tkabkilyx2zkr8hlltyfmtg,https://open.spotify.com/user/41tkabkilyx2zkr8hlltyfmtg
Gorillaz: Total Collection,Gorillaz,119.67K,627,0%,"Alternative, Hip-Hop/Rap, Pop",No,catalogue,"Jan 13, 2023",40005,/playlist/spotify?id=40005,5NbtNNeAMlh6YATnUSzWpu,https://open.spotify.com/user/gorillaz_/playlist/5NbtNNeAMlh6YATnUSzWpu,84763,/curator/spotify?id=40005,gorillaz_,https://open.spotify.com/user/gorillaz_
iykyk,Spotify,119.58K,5177,7%,"Pop, Alternative, Hip-Hop/Rap",No,mixed,"Jan 13, 2023",7095862,/playlist/spotify?id=7095862,37i9dQZF1DX40jzUdDZVFu,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX40jzUdDZVFu,2,/curator/spotify?id=7095862,spotify,https://open.spotify.com/user/spotify
Mandopop Hits,Spotify,119.28K,2135,100%,"Pop, Hip-Hop/Rap, R&B/Soul",Yes,frontline,"Jan 17, 2023",1851818,/playlist/spotify?id=1851818,37i9dQZF1DXahjk49z40fT,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXahjk49z40fT,2,/curator/spotify?id=1851818,spotify,https://open.spotify.com/user/spotify
Party Time,leonkrbs,119.22K,-194,0%,"Hip-Hop/Rap, Pop, Dance",No,catalogue,"Sep 11, 2022",7781530,/playlist/spotify?id=7781530,4jWX34BrCIV19TK83mSMLF,https://open.spotify.com/user/leonkrbs/playlist/4jWX34BrCIV19TK83mSMLF,19049593,/curator/spotify?id=7781530,leonkrbs,https://open.spotify.com/user/leonkrbs
Top Male Artists of 2020 USA,Spotify,119.11K,0,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,catalogue,"Jul 29, 2022",2422453,/playlist/spotify?id=2422453,37i9dQZF1DXchszuUejh5i,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXchszuUejh5i,2,/curator/spotify?id=2422453,spotify,https://open.spotify.com/user/spotify
Deutschrap Newcomer - still #1,Skippydidinglechalk,119.02K,-207,0%,"Hip-Hop/Rap, Pop, Alternative",No,catalogue,"Oct 02, 2020",1927512,/playlist/spotify?id=1927512,3JC0qoGOcSzCN87wqJy3FB,https://open.spotify.com/user/fx6582l6wkpfapmtdhzvf8eld/playlist/3JC0qoGOcSzCN87wqJy3FB,294145,/curator/spotify?id=1927512,fx6582l6wkpfapmtdhzvf8eld,https://open.spotify.com/user/fx6582l6wkpfapmtdhzvf8eld
NIKE RUNNING READY SET GO RUN,Nike Run Club,118.98K,-127,0%,"Hip-Hop/Rap, Pop, Electronic",No,catalogue,"Jan 11, 2023",1752971,/playlist/spotify?id=1752971,1tSdM0o0EX46kKdKFiDUdp,https://open.spotify.com/user/nikerunclub/playlist/1tSdM0o0EX46kKdKFiDUdp,117034,/curator/spotify?id=1752971,nikerunclub,https://open.spotify.com/user/nikerunclub
Made in Sweden,Spotify,118.82K,305,100%,"Pop, Hip-Hop/Rap, Alternative",Yes,frontline,"Jan 18, 2023",1776227,/playlist/spotify?id=1776227,37i9dQZF1DX0ekBHz1NmKS,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX0ekBHz1NmKS,2,/curator/spotify?id=1776227,spotify,https://open.spotify.com/user/spotify
Hiphop NL,Digster Nederland,118.78K,40,97%,"Hip-Hop/Rap, Pop",No,frontline,"Jan 14, 2023",5301,/playlist/spotify?id=5301,4QZ4F2Yxc6RLx7ybP0Ozn4,https://open.spotify.com/user/digsternl/playlist/4QZ4F2Yxc6RLx7ybP0Ozn4,74406,/curator/spotify?id=5301,digsternl,https://open.spotify.com/user/digsternl
90s Rap,Anish Mammen,118.70K,3016,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,catalogue,"Jan 13, 2023",686123,/playlist/spotify?id=686123,0C2zyPdlkbWHrwVg9gqNdU,https://open.spotify.com/user/mammenag/playlist/0C2zyPdlkbWHrwVg9gqNdU,156269,/curator/spotify?id=686123,mammenag,https://open.spotify.com/user/mammenag
CACTUS JACK OFFICIAL PLAYLIST,Travis Scott,118.67K,1060,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,catalogue,"Nov 05, 2021",2420309,/playlist/spotify?id=2420309,4sB6HPgHCVfXRXZeuWvyFr,https://open.spotify.com/user/travi$scottofficial/playlist/4sB6HPgHCVfXRXZeuWvyFr,139132,/curator/spotify?id=2420309,travi$scottofficial,https://open.spotify.com/user/travi$scottofficial
#vainsuomihitit,Spotify,118.45K,372,100%,"Pop, Hip-Hop/Rap, R&B/Soul",No,frontline,"Jan 20, 2023",1230823,/playlist/spotify?id=1230823,37i9dQZF1DWUvzPS8uIABd,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWUvzPS8uIABd,2,/curator/spotify?id=1230823,spotify,https://open.spotify.com/user/spotify
KMN ist die Gang,KMN Gang,118.41K,-137,0%,Hip-Hop/Rap,No,mixed,"Jan 13, 2023",1721853,/playlist/spotify?id=1721853,6Lg0ysd5jDcp7xcFGRbcy9,https://open.spotify.com/user/h1dw3hw2gt3wobpulecbs5nd2/playlist/6Lg0ysd5jDcp7xcFGRbcy9,229533,/curator/spotify?id=1721853,h1dw3hw2gt3wobpulecbs5nd2,https://open.spotify.com/user/h1dw3hw2gt3wobpulecbs5nd2
Best of Deutschpop 2022,Spotify,118.34K,2679,0%,"Pop, Hip-Hop/Rap",No,frontline,"Dec 02, 2022",987135,/playlist/spotify?id=987135,37i9dQZF1DX3VggiUuuCh4,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX3VggiUuuCh4,2,/curator/spotify?id=987135,spotify,https://open.spotify.com/user/spotify
Música Para Estudiar 2023,GM Records,118.26K,996,61%,"Hip-Hop/Rap, Jazz, Instrumental",No,catalogue,"Jan 17, 2023",2397923,/playlist/spotify?id=2397923,2zNxoFBLarndPyyXgB4WqD,https://open.spotify.com/user/3wmeikrvlohaynughu48ga5tj/playlist/2zNxoFBLarndPyyXgB4WqD,8542181,/curator/spotify?id=2397923,3wmeikrvlohaynughu48ga5tj,https://open.spotify.com/user/3wmeikrvlohaynughu48ga5tj
You got the aux at a party,Masked Mortal,118.24K,-793,0%,"Hip-Hop/Rap, R&B/Soul, Pop",No,catalogue,"Dec 31, 2022",2399220,/playlist/spotify?id=2399220,4mQrWUcSW6CHPgPPSstEMS,https://open.spotify.com/user/1246680270/playlist/4mQrWUcSW6CHPgPPSstEMS,12061195,/curator/spotify?id=2399220,1246680270,https://open.spotify.com/user/1246680270
Pop Hits 2023,Digster,118.22K,1595,100%,"Pop, Hip-Hop/Rap, Alternative",No,frontline,"Jan 17, 2023",1756639,/playlist/spotify?id=1756639,5TDtuKDbOhrfW7C58XnriZ,https://open.spotify.com/user/digster.fm/playlist/5TDtuKDbOhrfW7C58XnriZ,74391,/curator/spotify?id=1756639,digster.fm,https://open.spotify.com/user/digster.fm
REMIX BOLICHEROS 2023,Spotifyworld_,118.11K,10161,30%,"Latin, Latin Hip-Hop/Rap, Hip-Hop/Rap",No,frontline,"Jan 20, 2023",12795000,/playlist/spotify?id=12795000,4ldssGZMt1tkoZCgqAKyGC,https://open.spotify.com/user/julietal2017/playlist/4ldssGZMt1tkoZCgqAKyGC,18114201,/curator/spotify?id=12795000,julietal2017,https://open.spotify.com/user/julietal2017
Lofi Chill Study - ＣＨＩＬＬ  ＶＩＢＥＳ,whitesmoke,118.08K,-148,0%,"Hip-Hop/Rap, Alternative, Electronic",No,catalogue,"Jan 13, 2023",2027106,/playlist/spotify?id=2027106,2GJ670NGjrmP0WvTj2KOwJ,https://open.spotify.com/user/fqe38byzm71tzngw6x36d7fwk/playlist/2GJ670NGjrmP0WvTj2KOwJ,331667,/curator/spotify?id=2027106,fqe38byzm71tzngw6x36d7fwk,https://open.spotify.com/user/fqe38byzm71tzngw6x36d7fwk
OUT OF THIS WORLD,SirMichelangelo,118.01K,-893,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,catalogue,"Nov 19, 2022",7980491,/playlist/spotify?id=7980491,5GLeArdiEZGbrlxLKqKmhu,https://open.spotify.com/user/nagynation/playlist/5GLeArdiEZGbrlxLKqKmhu,18036933,/curator/spotify?id=7980491,nagynation,https://open.spotify.com/user/nagynation
Kesähitit 2022,Spotify,117.96K,-150,0%,"Pop, Hip-Hop/Rap, Dance",No,frontline,"Jan 20, 2023",983364,/playlist/spotify?id=983364,37i9dQZF1DXb4kyobHh5lc,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXb4kyobHh5lc,2,/curator/spotify?id=983364,spotify,https://open.spotify.com/user/spotify
"Be Creative, Inspiring, Content Creation Music",Tom Jansen,117.92K,0,0%,"Dance, Easy Listening, Hip-Hop/Rap",No,catalogue,"Jul 27, 2020",2109074,/playlist/spotify?id=2109074,2YXv3tdRK6h9a1fVeepyvW,https://open.spotify.com/user/tomjansen2016/playlist/2YXv3tdRK6h9a1fVeepyvW,354601,/curator/spotify?id=2109074,tomjansen2016,https://open.spotify.com/user/tomjansen2016
Gamer Gang,Spotify,117.89K,-139,0%,"Hip-Hop/Rap, Latin Hip-Hop/Rap, R&B/Soul",Yes,catalogue,"Jan 12, 2023",1882947,/playlist/spotify?id=1882947,37i9dQZF1DX7GWlXStIq5M,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX7GWlXStIq5M,2,/curator/spotify?id=1882947,spotify,https://open.spotify.com/user/spotify
The weeknd- best songs,Rafaely Marcelino,117.78K,18516,5%,"R&B/Soul, Hip-Hop/Rap, Pop",No,mixed,"Jan 20, 2023",11935827,/playlist/spotify?id=11935827,1kIlqM7lAP9vDZtW2Pchhb,https://open.spotify.com/user/312qhkhoyl3wtvqmakzu75jopfem/playlist/1kIlqM7lAP9vDZtW2Pchhb,21420374,/curator/spotify?id=11935827,312qhkhoyl3wtvqmakzu75jopfem,https://open.spotify.com/user/312qhkhoyl3wtvqmakzu75jopfem
New Hits 2023,Tonic Lists,117.65K,null,100%,"Pop, Alternative, Hip-Hop/Rap",No,frontline,"Dec 24, 2022",15738162,/playlist/spotify?id=15738162,2kUQVkdAnVuwdeEIu5dt1m,https://open.spotify.com/user/xw9nlx8xfb4zfu9l1rnisi7h9/playlist/2kUQVkdAnVuwdeEIu5dt1m,18655645,/curator/spotify?id=15738162,xw9nlx8xfb4zfu9l1rnisi7h9,https://open.spotify.com/user/xw9nlx8xfb4zfu9l1rnisi7h9
Daily Drip💧,DjLinkYou,117.64K,-1,0%,"Hip-Hop/Rap, Pop, R&B/Soul",No,catalogue,"Jan 11, 2023",2060542,/playlist/spotify?id=2060542,7tngkzmj6YZQxA4FkFpdH5,https://open.spotify.com/user/yrkjs6dnap7oc1bjc33f95h1d/playlist/7tngkzmj6YZQxA4FkFpdH5,333798,/curator/spotify?id=2060542,yrkjs6dnap7oc1bjc33f95h1d,https://open.spotify.com/user/yrkjs6dnap7oc1bjc33f95h1d
Всё сложно,Spotify,117.59K,0,0%,"Hip-Hop/Rap, Pop, Alternative",No,catalogue,"Aug 27, 2021",2248038,/playlist/spotify?id=2248038,37i9dQZF1DWYK8qmDTv5B3,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWYK8qmDTv5B3,2,/curator/spotify?id=2248038,spotify,https://open.spotify.com/user/spotify
" AS MELHORES DO SPOTFY 2022",Patrick Rocha,117.58K,-281,23%,"Hip-Hop/Rap, R&B/Soul, Pop",No,frontline,"Jan 13, 2023",1896589,/playlist/spotify?id=1896589,3FEfhg5eUYoNIMAvErsNn6,https://open.spotify.com/user/y8njk5omepxi62qrtb1uht16u/playlist/3FEfhg5eUYoNIMAvErsNn6,283589,/curator/spotify?id=1896589,y8njk5omepxi62qrtb1uht16u,https://open.spotify.com/user/y8njk5omepxi62qrtb1uht16u
