Playlist,Curator,Followers,28-Day Change,28-Day Add,Genres,Personalized,Track Age,Playlist Updated,Playlist ID,Playlist Url,Spotify Playlist ID,Spotify Playlist URL,Curator ID,Curator URL,Spotify Curator ID,Spotify Curator URL
Today's Top Hits,Spotify,32.75M,232541,100%,"Pop, Hip-Hop/Rap, R&B/Soul",No,frontline,"Jan 20, 2023",1645080,/playlist/spotify?id=1645080,37i9dQZF1DXcBWIGoYBM5M,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXcBWIGoYBM5M,2,/curator/spotify?id=1645080,spotify,https://open.spotify.com/user/spotify
RapCaviar,Spotify,14.96M,74627,100%,"Hip-Hop/Rap, Pop, Singer/Songwriter",No,frontline,"Jan 20, 2023",848051,/playlist/spotify?id=848051,37i9dQZF1DX0XUsuxWHRQd,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX0XUsuxWHRQd,2,/curator/spotify?id=848051,spotify,https://open.spotify.com/user/spotify
All Out 2000s,Spotify,10.50M,45118,94%,"Pop, Hip-Hop/Rap, R&B/Soul",Yes,catalogue,"Jan 18, 2023",1644626,/playlist/spotify?id=1644626,37i9dQZF1DX4o1oenSJRJd,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX4o1oenSJRJd,2,/curator/spotify?id=1644626,spotify,https://open.spotify.com/user/spotify
Beast Mode,Spotify,9.58M,90118,99%,"Hip-Hop/Rap, Dance, Pop",No,mixed,"Jan 14, 2023",1644661,/playlist/spotify?id=1644661,37i9dQZF1DX76Wlfdnj7AP,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX76Wlfdnj7AP,2,/curator/spotify?id=1644661,spotify,https://open.spotify.com/user/spotify
Chill Hits,Spotify,7.70M,76410,98%,"Pop, R&B/Soul, Hip-Hop/Rap",No,mixed,"Jan 18, 2023",1644741,/playlist/spotify?id=1644741,37i9dQZF1DX4WYpdgoIcn6,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX4WYpdgoIcn6,2,/curator/spotify?id=1644741,spotify,https://open.spotify.com/user/spotify
All Out 2010s,Spotify,7.40M,59693,1%,"Pop, Hip-Hop/Rap, R&B/Soul",Yes,catalogue,"Jan 18, 2023",1746663,/playlist/spotify?id=1746663,37i9dQZF1DX5Ejj0EkURtP,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX5Ejj0EkURtP,2,/curator/spotify?id=1746663,spotify,https://open.spotify.com/user/spotify
I Love My '90s Hip-Hop,Spotify,7.38M,107978,63%,"Hip-Hop/Rap, R&B/Soul, Pop",Yes,catalogue,"Jan 15, 2023",983482,/playlist/spotify?id=983482,37i9dQZF1DX186v583rmzp,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX186v583rmzp,2,/curator/spotify?id=983482,spotify,https://open.spotify.com/user/spotify
Top Brasil,Spotify,7.22M,123686,100%,"Latin, Hip-Hop/Rap, Latin Hip-Hop/Rap",No,frontline,"Jan 19, 2023",1776041,/playlist/spotify?id=1776041,37i9dQZF1DX0FOF1IUWK1W,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX0FOF1IUWK1W,2,/curator/spotify?id=1776041,spotify,https://open.spotify.com/user/spotify
Study lofi 📚,Lofi Girl,6.93M,49465,100%,"Hip-Hop/Rap, Alternative, Instrumental",No,mixed,"Jan 20, 2023",1870135,/playlist/spotify?id=1870135,0vvXsWCC9xrXsKd4FyS8kM,https://open.spotify.com/user/chilledcow/playlist/0vvXsWCC9xrXsKd4FyS8kM,231899,/curator/spotify?id=1870135,chilledcow,https://open.spotify.com/user/chilledcow
Get Turnt,Spotify,6.47M,60485,98%,"Hip-Hop/Rap, R&B/Soul, Electronic",No,frontline,"Jan 20, 2023",1645088,/playlist/spotify?id=1645088,37i9dQZF1DWY4xHQp97fN6,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWY4xHQp97fN6,2,/curator/spotify?id=1645088,spotify,https://open.spotify.com/user/spotify
Are & Be,Spotify,6.10M,49335,8%,"R&B/Soul, Pop, Hip-Hop/Rap",No,frontline,"Jan 14, 2023",1645047,/playlist/spotify?id=1645047,37i9dQZF1DX4SBhb3fqCJd,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX4SBhb3fqCJd,2,/curator/spotify?id=1645047,spotify,https://open.spotify.com/user/spotify
Hit Rewind,Spotify,6.02M,40500,25%,"Pop, R&B/Soul, Hip-Hop/Rap",Yes,catalogue,"Jan 17, 2023",977243,/playlist/spotify?id=977243,37i9dQZF1DX0s5kDXi1oC5,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX0s5kDXi1oC5,2,/curator/spotify?id=977243,spotify,https://open.spotify.com/user/spotify
Top Gaming Tracks,Spotify,4.95M,71314,100%,"Hip-Hop/Rap, Pop, Electronic",No,mixed,"Jan 20, 2023",1644230,/playlist/spotify?id=1644230,37i9dQZF1DWTyiBJ6yEqeu,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWTyiBJ6yEqeu,2,/curator/spotify?id=1644230,spotify,https://open.spotify.com/user/spotify
lofi beats,Spotify,4.89M,37727,100%,"Hip-Hop/Rap, Instrumental, Easy Listening",No,frontline,"Jan 20, 2023",1736631,/playlist/spotify?id=1736631,37i9dQZF1DWWQRwui0ExPn,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWWQRwui0ExPn,2,/curator/spotify?id=1736631,spotify,https://open.spotify.com/user/spotify
Party Hits,Spotify,4.32M,70526,93%,"Pop, Hip-Hop/Rap, Electronic",Yes,mixed,"Jan 17, 2023",2295293,/playlist/spotify?id=2295293,37i9dQZF1DXa2PvUpywmrr,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXa2PvUpywmrr,2,/curator/spotify?id=2295293,spotify,https://open.spotify.com/user/spotify
I Love My '00s R&B,Spotify,4.21M,38169,0%,"R&B/Soul, Pop, Hip-Hop/Rap",Yes,catalogue,"Jan 13, 2023",978494,/playlist/spotify?id=978494,37i9dQZF1DWYmmr74INQlb,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWYmmr74INQlb,2,/curator/spotify?id=978494,spotify,https://open.spotify.com/user/spotify
Power Workout,Spotify,4.12M,30707,4%,"Hip-Hop/Rap, Pop, Latin Hip-Hop/Rap",No,mixed,"Jan 16, 2023",1644663,/playlist/spotify?id=1644663,37i9dQZF1DWUVpAXiEPK8P,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWUVpAXiEPK8P,2,/curator/spotify?id=1644663,spotify,https://open.spotify.com/user/spotify
New Music Friday,Spotify,4.04M,16676,100%,"Pop, Hip-Hop/Rap, Alternative",No,frontline,"Jan 20, 2023",1645898,/playlist/spotify?id=1645898,37i9dQZF1DX4JAvHpjipBk,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX4JAvHpjipBk,2,/curator/spotify?id=1645898,spotify,https://open.spotify.com/user/spotify
phonk,Spotify,4.03M,400924,16%,"Electronic, Hip-Hop/Rap, Dance",No,frontline,"Jan 19, 2023",2810255,/playlist/spotify?id=2810255,37i9dQZF1DWWY64wDtewQt,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWWY64wDtewQt,2,/curator/spotify?id=2810255,spotify,https://open.spotify.com/user/spotify
Confidence Boost,Spotify,3.73M,8301,97%,"Pop, R&B/Soul, Hip-Hop/Rap",Yes,mixed,"Jan 20, 2023",1644644,/playlist/spotify?id=1644644,37i9dQZF1DX4fpCWaHOned,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX4fpCWaHOned,2,/curator/spotify?id=1644644,spotify,https://open.spotify.com/user/spotify
Gold School,Spotify,3.19M,65353,74%,"Hip-Hop/Rap, Pop, R&B/Soul",No,catalogue,"Jan 19, 2023",1644596,/playlist/spotify?id=1644596,37i9dQZF1DWVA1Gq4XHa6U,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWVA1Gq4XHa6U,2,/curator/spotify?id=1644596,spotify,https://open.spotify.com/user/spotify
Good Vibes,Spotify,3.09M,14017,97%,"Pop, R&B/Soul, Hip-Hop/Rap",No,frontline,"Jan 14, 2023",983774,/playlist/spotify?id=983774,37i9dQZF1DWYBO1MoTDhZI,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWYBO1MoTDhZI,2,/curator/spotify?id=983774,spotify,https://open.spotify.com/user/spotify
I Love My '90s R&B,Spotify,3.09M,38219,0%,"R&B/Soul, Pop, Hip-Hop/Rap",Yes,catalogue,"Jan 19, 2023",978402,/playlist/spotify?id=978402,37i9dQZF1DX6VDO8a6cQME,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX6VDO8a6cQME,2,/curator/spotify?id=978402,spotify,https://open.spotify.com/user/spotify
big on the internet,Spotify,3.06M,126392,30%,"Pop, Hip-Hop/Rap, R&B/Soul",No,mixed,"Jan 20, 2023",2295315,/playlist/spotify?id=2295315,37i9dQZF1DX5Vy6DFOcx00,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX5Vy6DFOcx00,2,/curator/spotify?id=2295315,spotify,https://open.spotify.com/user/spotify
Best of the Decade For You,Spotify,2.98M,35572,0%,"Pop, Hip-Hop/Rap, R&B/Soul",Yes,catalogue,"Jan 19, 2023",1897776,/playlist/spotify?id=1897776,37i9dQZF1DXaMu9xyX1HzK,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXaMu9xyX1HzK,2,/curator/spotify?id=1897776,spotify,https://open.spotify.com/user/spotify
Hot Hits UK,Spotify,2.95M,12563,100%,"Pop, Hip-Hop/Rap, Dance",Yes,frontline,"Jan 20, 2023",972163,/playlist/spotify?id=972163,37i9dQZF1DWY4lFlS4Pnso,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWY4lFlS4Pnso,2,/curator/spotify?id=972163,spotify,https://open.spotify.com/user/spotify
Éxitos Argentina,Spotify,2.95M,50899,100%,"Latin, Hip-Hop/Rap, Latin Hip-Hop/Rap",No,frontline,"Jan 19, 2023",1644266,/playlist/spotify?id=1644266,37i9dQZF1DXbbu94YBG7Ye,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXbbu94YBG7Ye,2,/curator/spotify?id=1644266,spotify,https://open.spotify.com/user/spotify
Éxitos España,Spotify,2.81M,32637,100%,"Latin, Latin Hip-Hop/Rap, Hip-Hop/Rap",No,frontline,"Jan 19, 2023",1336790,/playlist/spotify?id=1336790,37i9dQZF1DXaxEKcoCdWHD,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXaxEKcoCdWHD,2,/curator/spotify?id=1336790,spotify,https://open.spotify.com/user/spotify
"young, wild & free",Spotify,2.76M,583,99%,"Pop, Hip-Hop/Rap, Dance",Yes,mixed,"Jan 20, 2023",977158,/playlist/spotify?id=977158,37i9dQZF1DX843Qf4lrFtZ,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX843Qf4lrFtZ,2,/curator/spotify?id=977158,spotify,https://open.spotify.com/user/spotify
WAVR.AI | Charts | Weekly Discovery,WAVR.AI,2.73M,42330,100%,"Hip-Hop/Rap, Christian, Electronic",No,frontline,"Jan 20, 2023",14859258,/playlist/spotify?id=14859258,5s9oySkkyZsCfWPKbOmK1g,https://open.spotify.com/user/31d5iviixy2yqb5ls3x64s7lsd4i/playlist/5s9oySkkyZsCfWPKbOmK1g,23530495,/curator/spotify?id=14859258,31d5iviixy2yqb5ls3x64s7lsd4i,https://open.spotify.com/user/31d5iviixy2yqb5ls3x64s7lsd4i
Most Necessary,Spotify,2.72M,10315,36%,"Hip-Hop/Rap, R&B/Soul, Pop",No,frontline,"Jan 20, 2023",1644611,/playlist/spotify?id=1644611,37i9dQZF1DX2RxBh64BHjQ,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX2RxBh64BHjQ,2,/curator/spotify?id=1644611,spotify,https://open.spotify.com/user/spotify
Feelin' Myself,Spotify,2.72M,42697,100%,"Hip-Hop/Rap, R&B/Soul, Pop",No,frontline,"Jan 14, 2023",1880678,/playlist/spotify?id=1880678,37i9dQZF1DX6GwdWRQMQpq,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX6GwdWRQMQpq,2,/curator/spotify?id=1880678,spotify,https://open.spotify.com/user/spotify
Viral Hits,Spotify,2.66M,109779,100%,"Pop, R&B/Soul, Hip-Hop/Rap",No,mixed,"Jan 20, 2023",1934285,/playlist/spotify?id=1934285,37i9dQZF1DX2L0iB23Enbq,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX2L0iB23Enbq,2,/curator/spotify?id=1934285,spotify,https://open.spotify.com/user/spotify
All The Feels,Spotify,2.50M,24608,92%,"R&B/Soul, Hip-Hop/Rap, Pop",No,mixed,"Jan 11, 2023",1635138,/playlist/spotify?id=1635138,37i9dQZF1DX7gIoKXt0gmx,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX7gIoKXt0gmx,2,/curator/spotify?id=1635138,spotify,https://open.spotify.com/user/spotify
Welcome to Premium,Spotify,2.45M,-4251,0%,"Pop, Hip-Hop/Rap, Dance",Yes,mixed,"Jan 20, 2023",1838804,/playlist/spotify?id=1838804,37i9dQZF1DX9jVKQ9Qb4yD,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX9jVKQ9Qb4yD,2,/curator/spotify?id=1838804,spotify,https://open.spotify.com/user/spotify
Hot Hits Deutschland,Spotify,2.45M,12747,100%,"Pop, Hip-Hop/Rap, Dance",No,frontline,"Jan 18, 2023",1644252,/playlist/spotify?id=1644252,37i9dQZF1DX4jP4eebSWR9,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX4jP4eebSWR9,2,/curator/spotify?id=1644252,spotify,https://open.spotify.com/user/spotify
Pop Brasil,Spotify,2.44M,11735,100%,"Pop, Latin, Hip-Hop/Rap",No,frontline,"Jan 19, 2023",1776026,/playlist/spotify?id=1776026,37i9dQZF1DWVLcZxJO5zyf,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWVLcZxJO5zyf,2,/curator/spotify?id=1776026,spotify,https://open.spotify.com/user/spotify
Throwback Jams,Spotify,2.36M,186691,98%,"Hip-Hop/Rap, R&B/Soul, Pop",Yes,catalogue,"Jan 13, 2023",1015751,/playlist/spotify?id=1015751,37i9dQZF1DX8ky12eWIvcW,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX8ky12eWIvcW,2,/curator/spotify?id=1015751,spotify,https://open.spotify.com/user/spotify
Hot Rhythmic,Spotify,2.18M,13899,100%,"Hip-Hop/Rap, R&B/Soul, Pop",No,frontline,"Jan 20, 2023",1644210,/playlist/spotify?id=1644210,37i9dQZF1DWYs83FtTMQFw,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWYs83FtTMQFw,2,/curator/spotify?id=1644210,spotify,https://open.spotify.com/user/spotify
Throwback Thursday,Spotify,2.16M,30806,100%,"Pop, Hip-Hop/Rap, R&B/Soul",No,catalogue,"Jan 20, 2023",1895928,/playlist/spotify?id=1895928,37i9dQZF1DWWwaxRea1LWS,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWWwaxRea1LWS,2,/curator/spotify?id=1895928,spotify,https://open.spotify.com/user/spotify
Jazz Vibes,Spotify,2.11M,8874,100%,"Hip-Hop/Rap, Instrumental, Jazz",No,frontline,"Jan 19, 2023",988416,/playlist/spotify?id=988416,37i9dQZF1DX0SM0LYsmbMT,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX0SM0LYsmbMT,2,/curator/spotify?id=988416,spotify,https://open.spotify.com/user/spotify
Hits du Moment,Spotify,2.08M,15134,100%,"Pop, Hip-Hop/Rap, Dance",No,frontline,"Jan 19, 2023",983154,/playlist/spotify?id=983154,37i9dQZF1DWVuV87wUBNwc,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWVuV87wUBNwc,2,/curator/spotify?id=983154,spotify,https://open.spotify.com/user/spotify
"Chill Beats 💙 groove, relax",Chill Beats Music,2.08M,21134,95%,"Hip-Hop/Rap, Instrumental",No,frontline,"Jan 17, 2023",1924609,/playlist/spotify?id=1924609,2rN3mSrzUcgjlj1TcEDTX7,https://open.spotify.com/user/vcdikomxn7xuhp0ci0pn31pn9/playlist/2rN3mSrzUcgjlj1TcEDTX7,283059,/curator/spotify?id=1924609,vcdikomxn7xuhp0ci0pn31pn9,https://open.spotify.com/user/vcdikomxn7xuhp0ci0pn31pn9
Power Gaming,Spotify,2.02M,6963,0%,"Hip-Hop/Rap, Pop, Latin Hip-Hop/Rap",Yes,catalogue,"Jan 19, 2023",1645067,/playlist/spotify?id=1645067,37i9dQZF1DX6taq20FeuKj,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX6taq20FeuKj,2,/curator/spotify?id=1645067,spotify,https://open.spotify.com/user/spotify
"TikTok Songs 2023 | Tik Tok Hits | Viral Hits ",LoudKult,1.99M,19501,98%,"Pop, Hip-Hop/Rap, Dance",No,mixed,"Jan 20, 2023",1902786,/playlist/spotify?id=1902786,65LdqYCLcsV0lJoxpeQ6fW,https://open.spotify.com/user/43xzlwfo0tft7hn5r5e6dksrd/playlist/65LdqYCLcsV0lJoxpeQ6fW,227687,/curator/spotify?id=1902786,43xzlwfo0tft7hn5r5e6dksrd,https://open.spotify.com/user/43xzlwfo0tft7hn5r5e6dksrd
Signed XOXO,Spotify,1.94M,8826,63%,"Hip-Hop/Rap, R&B/Soul, Pop",No,frontline,"Jan 14, 2023",1644229,/playlist/spotify?id=1644229,37i9dQZF1DX2A29LI7xHn1,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX2A29LI7xHn1,2,/curator/spotify?id=1644229,spotify,https://open.spotify.com/user/spotify
B.A.E.,Spotify,1.93M,13800,10%,"Hip-Hop/Rap, R&B/Soul, Pop",No,frontline,"Jan 14, 2023",1644222,/playlist/spotify?id=1644222,37i9dQZF1DWX3387IZmjNa,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWX3387IZmjNa,2,/curator/spotify?id=1644222,spotify,https://open.spotify.com/user/spotify
Gold Edition,Spotify,1.93M,23976,2%,"R&B/Soul, Pop, Hip-Hop/Rap",Yes,catalogue,"Jan 19, 2023",1634993,/playlist/spotify?id=1634993,37i9dQZF1DWXnexX7CktaI,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWXnexX7CktaI,2,/curator/spotify?id=1634993,spotify,https://open.spotify.com/user/spotify
Rap Workout,Spotify,1.85M,13275,0%,"Hip-Hop/Rap, Pop, R&B/Soul",Yes,mixed,"Jan 17, 2023",1336789,/playlist/spotify?id=1336789,37i9dQZF1DX76t638V6CA8,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX76t638V6CA8,2,/curator/spotify?id=1336789,spotify,https://open.spotify.com/user/spotify
Modus Mio,Spotify,1.83M,18844,100%,"Hip-Hop/Rap, Dance, Electronic",No,frontline,"Jan 20, 2023",1335230,/playlist/spotify?id=1335230,37i9dQZF1DX36edUJpD76c,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX36edUJpD76c,2,/curator/spotify?id=1335230,spotify,https://open.spotify.com/user/spotify
Novidades da Semana,Spotify,1.82M,13208,100%,"Latin, Hip-Hop/Rap, Pop",No,frontline,"Jan 20, 2023",1776043,/playlist/spotify?id=1776043,37i9dQZF1DX34KNiFQJNVm,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX34KNiFQJNVm,2,/curator/spotify?id=1776043,spotify,https://open.spotify.com/user/spotify
Hits Urbanos,Spotify,1.78M,30814,100%,"Latin, Latin Hip-Hop/Rap, Hip-Hop/Rap",No,frontline,"Jan 13, 2023",1149622,/playlist/spotify?id=1149622,37i9dQZF1DWVskFRGurTfg,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWVskFRGurTfg,2,/curator/spotify?id=1149622,spotify,https://open.spotify.com/user/spotify
Channel-X,Spotify,1.77M,6259,9%,"R&B/Soul, Hip-Hop/Rap, Pop",No,frontline,"Jan 14, 2023",1644246,/playlist/spotify?id=1644246,37i9dQZF1DX4y8h9WqDPAE,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX4y8h9WqDPAE,2,/curator/spotify?id=1644246,spotify,https://open.spotify.com/user/spotify
Workout Twerkout,Spotify,1.75M,3920,100%,"Hip-Hop/Rap, R&B/Soul, Pop",No,frontline,"Jan 18, 2023",1645052,/playlist/spotify?id=1645052,37i9dQZF1DX0HRj9P7NxeE,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX0HRj9P7NxeE,2,/curator/spotify?id=1645052,spotify,https://open.spotify.com/user/spotify
Bedroom Jams,Spotify,1.70M,24186,0%,"R&B/Soul, Pop, Hip-Hop/Rap",Yes,frontline,"Jan 13, 2023",983701,/playlist/spotify?id=983701,37i9dQZF1DX0QKpU3cGsyb,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX0QKpU3cGsyb,2,/curator/spotify?id=983701,spotify,https://open.spotify.com/user/spotify
Summer Party,Spotify,1.70M,-2228,0%,"Pop, Hip-Hop/Rap, Dance",Yes,catalogue,"Jan 03, 2023",1776192,/playlist/spotify?id=1776192,37i9dQZF1DX5Ozry5U6G0d,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX5Ozry5U6G0d,2,/curator/spotify?id=1776192,spotify,https://open.spotify.com/user/spotify
EMINEM BEST OF,Eminem,1.69M,28433,0%,"Hip-Hop/Rap, Pop, Rock",No,catalogue,"Jan 11, 2023",1721379,/playlist/spotify?id=1721379,2rL7J8CJrdksF944XqcYjr,https://open.spotify.com/user/eminem/playlist/2rL7J8CJrdksF944XqcYjr,228058,/curator/spotify?id=1721379,eminem,https://open.spotify.com/user/eminem
Old School Hip-Hop House Party,Spotify,1.67M,10552,100%,"Hip-Hop/Rap, R&B/Soul, Pop",No,catalogue,"Dec 28, 2022",1634719,/playlist/spotify?id=1634719,37i9dQZF1DX30w0JtSIv4j,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX30w0JtSIv4j,2,/curator/spotify?id=1634719,spotify,https://open.spotify.com/user/spotify
Unnamed Playlist,Ärtistәr,1.65M,null,98%,"Pop, Hip-Hop/Rap, Rock",No,mixed,"Jan 20, 2023",15711454,/playlist/spotify?id=15711454,0bmj1m3wjO9flqbMJhpQvq,https://open.spotify.com/user/312desiocq3cj55bfvwfkzwsk3lu/playlist/0bmj1m3wjO9flqbMJhpQvq,24157516,/curator/spotify?id=15711454,312desiocq3cj55bfvwfkzwsk3lu,https://open.spotify.com/user/312desiocq3cj55bfvwfkzwsk3lu
Hip Hop Controller,Spotify,1.65M,5481,4%,"Hip-Hop/Rap, Pop, Electronic",No,frontline,"Jan 17, 2023",1005009,/playlist/spotify?id=1005009,37i9dQZF1DWT5MrZnPU1zD,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWT5MrZnPU1zD,2,/curator/spotify?id=1005009,spotify,https://open.spotify.com/user/spotify
Unnamed Playlist,Ärtistәr,1.64M,null,100%,"Hip-Hop/Rap, Electronic, Dance",No,mixed,"Jan 17, 2023",15711455,/playlist/spotify?id=15711455,1C6pWFLfs3QbtTLS9ozxiJ,https://open.spotify.com/user/316kans6zpececqa7frx6pgkklke/playlist/1C6pWFLfs3QbtTLS9ozxiJ,24157517,/curator/spotify?id=15711455,316kans6zpececqa7frx6pgkklke,https://open.spotify.com/user/316kans6zpececqa7frx6pgkklke
2000s Hits Throwbacks | Love Songs,Filtr US,1.61M,-775,99%,"Pop, R&B/Soul, Hip-Hop/Rap",No,catalogue,"Jan 20, 2023",1322,/playlist/spotify?id=1322,2f6tXtN0XesjONxicAzMIw,https://open.spotify.com/user/myplay.com/playlist/2f6tXtN0XesjONxicAzMIw,115196,/curator/spotify?id=1322,myplay.com,https://open.spotify.com/user/myplay.com
Locked In,Spotify,1.61M,34660,3%,"Hip-Hop/Rap, Pop, Latin Hip-Hop/Rap",Yes,mixed,"Jan 14, 2023",989447,/playlist/spotify?id=989447,37i9dQZF1DWTl4y3vgJOXW,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWTl4y3vgJOXW,2,/curator/spotify?id=989447,spotify,https://open.spotify.com/user/spotify
Spilled Ink,Spotify,1.59M,1756,0%,"Hip-Hop/Rap, Singer/Songwriter, Christian",Yes,frontline,"Jan 20, 2023",1015275,/playlist/spotify?id=1015275,37i9dQZF1DWSTeI2WWFaia,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWSTeI2WWFaia,2,/curator/spotify?id=1015275,spotify,https://open.spotify.com/user/spotify
Jungkook's Favorite Tracks,BTS,1.56M,-1833,0%,"Pop, K-Pop, Hip-Hop/Rap",No,catalogue,"Jul 19, 2021",983053,/playlist/spotify?id=983053,59b6qZDNJI2ZfhqZFMaU6R,https://open.spotify.com/user/bighitktm/playlist/59b6qZDNJI2ZfhqZFMaU6R,181800,/curator/spotify?id=983053,bighitktm,https://open.spotify.com/user/bighitktm
Deutschrap Brandneu,Spotify,1.53M,10995,99%,"Hip-Hop/Rap, Pop",No,frontline,"Jan 20, 2023",988726,/playlist/spotify?id=988726,37i9dQZF1DWSTqUqJcxFk6,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWSTqUqJcxFk6,2,/curator/spotify?id=988726,spotify,https://open.spotify.com/user/spotify
Trap Land,Spotify,1.52M,1989,100%,"Latin, Latin Hip-Hop/Rap, Hip-Hop/Rap",No,frontline,"Jan 18, 2023",988765,/playlist/spotify?id=988765,37i9dQZF1DXde9tuMHuIsj,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXde9tuMHuIsj,2,/curator/spotify?id=988765,spotify,https://open.spotify.com/user/spotify
Top Christian & Gospel,Spotify,1.50M,11005,100%,"Christian, Gospel, Hip-Hop/Rap",No,frontline,"Jan 20, 2023",1645069,/playlist/spotify?id=1645069,37i9dQZF1DXcb6CQIjdqKy,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXcb6CQIjdqKy,2,/curator/spotify?id=1645069,spotify,https://open.spotify.com/user/spotify
Mellow Beats,Spotify,1.49M,46,73%,"Hip-Hop/Rap, Jazz, Electronic",Yes,mixed,"Jan 18, 2023",1634942,/playlist/spotify?id=1634942,37i9dQZF1DX3qCx5yEZkcJ,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX3qCx5yEZkcJ,2,/curator/spotify?id=1634942,spotify,https://open.spotify.com/user/spotify
Beast Mode Hip-Hop,Spotify,1.44M,31118,91%,"Hip-Hop/Rap, R&B/Soul",Yes,frontline,"Jan 16, 2023",2335411,/playlist/spotify?id=2335411,37i9dQZF1DX9oh43oAzkyx,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX9oh43oAzkyx,2,/curator/spotify?id=2335411,spotify,https://open.spotify.com/user/spotify
Desplugado,Spotify,1.44M,12115,0%,"Pop, Latin Pop, Hip-Hop/Rap",No,catalogue,"Nov 13, 2022",978441,/playlist/spotify?id=978441,37i9dQZF1DX7nC9vdKqBZ5,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX7nC9vdKqBZ5,2,/curator/spotify?id=978441,spotify,https://open.spotify.com/user/spotify
Summer Hits of the 10s,Spotify,1.44M,-1720,0%,"Pop, Hip-Hop/Rap, Electronic",Yes,catalogue,"Jan 16, 2023",2173936,/playlist/spotify?id=2173936,37i9dQZF1DXaTitkvoNNxt,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXaTitkvoNNxt,2,/curator/spotify?id=2173936,spotify,https://open.spotify.com/user/spotify
tear drop,Spotify,1.42M,31642,1%,"Hip-Hop/Rap, Alternative, Pop",Yes,mixed,"Jan 19, 2023",1776082,/playlist/spotify?id=1776082,37i9dQZF1DX6xZZEgC9Ubl,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX6xZZEgC9Ubl,2,/curator/spotify?id=1776082,spotify,https://open.spotify.com/user/spotify
